dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,1716.0,1691.0,40.743
geoId-VNM,2003,,1749.0,1745.0,42.318
geoId-VNM,2004,157.0,1789.0,1728.0,44.653
geoId-VNM,2005,153.0,1846.0,1856.0,46.278
geoId-VNM,2006,189.0,1924.0,1952.0,48.0
geoId-VNM,2007,208.0,1942.0,2057.0,48.6
geoId-VNM,2008,221.0,2030.0,2139.0,50.4
geoId-VNM,2009,222.0,2053.0,2217.0,51.2
geoId-VNM,2010,229.0,2045.0,2308.0,54.5
geoId-VNM,2011,236.0,2301.0,2620.0,61.371
geoId-VNM,2012,244.0,2786.0,2721.0,65.559
geoId-VNM,2013,246.0,2430.0,3089.0,68.082
geoId-VNM,2014,252.0,2509.0,3205.0,68.428
geoId-VNM,2015,260.0,2945.0,3361.0,70.119
geoId-VNM,2016,263.0,3093.0,3467.0,76.722
geoId-VNM,2017,270.0,3485.0,3741.0,80.873
geoId-VNM,2018,267.0,2662.0,3299.0,79.67
geoId-VNM,2020,265.0,2702.0,3789.0,77.712
geoId-VNM,2021,268.0,2733.0,3741.0,80.207
