dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,56889.0,28119.0,22364.0,6406.0
geoId-VNM,2005,50668.0,26019.0,17862.0,6787.0
geoId-VNM,2006,47236.0,25943.0,15661.0,5632.0
geoId-VNM,2007,44588.0,25588.0,13758.0,5242.0
geoId-VNM,2008,44238.0,25200.0,14038.0,5000.0
geoId-VNM,2009,43213.0,25868.0,13400.0,3945.0
geoId-VNM,2010,44797.0,27192.0,14040.0,3565.0
geoId-VNM,2011,45773.0,27048.0,15262.0,3463.0
geoId-VNM,2012,46646.0,27435.0,15532.0,3679.0
geoId-VNM,2013,47707.0,27751.0,16146.0,3810.0
geoId-VNM,2014,48972.0,28386.0,16552.0,4034.0
geoId-VNM,2015,50055.0,29023.0,16784.0,4248.0
geoId-VNM,2016,51064.0,29639.0,16798.0,4627.0
geoId-VNM,2017,52589.0,30658.0,17245.0,4686.0
geoId-VNM,2018,55567.0,32519.0,17673.0,5375.0
geoId-VNM,2019,58416.0,33791.0,18438.0,6187.0
geoId-VNM,2020,61112.0,34587.0,19639.0,6886.0
geoId-VNM,2021,62388.0,34581.0,20173.0,7634.0
