dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,,,,,,714.5,,817.3,872.6,990.5,1082.6,1105.6,1090.8,1015.8,1116.4,821.11,833.4,800.18,745.82,760.22,880.75
