dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,109.0,96.0,110.0,123.0,131.0,148.0,168.0,179.0,187.0,201.0,243.0,275.0,305.0,322.0,326.0,334.0,337.0,340.0,343.0,347.0,163.0,170.0,171.0,172.0,172.0,176.0
