dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,16718.0,17945.0,18425.0,19251.0,22035.0,21529.0,24965.0,26669.0,26866.0,29633.0,29089.0,30702.0,31782.0,28708.0,22909.0,10389.0,8318.0,5989.0,4516.0,4433.0,3774.0
