dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,1019.5,1155.6,1382.0,1652.9,1957.0,2171.4,2301.2,2454.2,2589.6,2761.1,2975.3,3075.2,3021.6,2927.6,2840.9,2804.3,2755.2,2674.5,2532.7,2439.9,2425.1,2477.2,2508.6,2563.4,2648.7,2751.6,2781.7
