dia phuong,2010-2011,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,32.7,33.5,33.8,33.5,34.5,35.0,35.9,36.5,37.4,37.3
