dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,5969.0,6637.0,148.689
geoId-VNM,2003,,6051.0,6759.0,152.635
geoId-VNM,2004,601.0,6734.0,7299.0,172.652
geoId-VNM,2005,635.0,7014.0,7318.0,171.303
geoId-VNM,2006,709.0,7420.0,8090.0,184.2
geoId-VNM,2007,732.0,7048.0,8032.0,180.6
geoId-VNM,2008,772.0,7204.0,8612.0,189.5
geoId-VNM,2009,803.0,7588.0,9218.0,199.7
geoId-VNM,2010,844.0,7913.0,10239.0,208.4
geoId-VNM,2011,868.0,8398.0,10980.0,231.086
geoId-VNM,2012,932.0,9289.0,11876.0,258.329
geoId-VNM,2013,942.0,8980.0,12973.0,259.027
geoId-VNM,2014,976.0,9373.0,13497.0,257.122
geoId-VNM,2015,1009.0,11217.0,14538.0,269.757
geoId-VNM,2016,1041.0,10346.0,15431.0,293.582
geoId-VNM,2017,1065.0,11216.0,16293.0,306.504
geoId-VNM,2018,1094.0,10065.0,15534.0,303.219
geoId-VNM,2020,1089.0,10254.0,17534.0,301.173
geoId-VNM,2021,1088.0,10176.0,17311.0,281.432
