dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,682.0,1001.0,18.803
geoId-VNM,2003,,725.0,1073.0,20.434
geoId-VNM,2004,96.0,761.0,1044.0,24.684
geoId-VNM,2005,104.0,791.0,1137.0,26.579
geoId-VNM,2006,119.0,837.0,1303.0,28.4
geoId-VNM,2007,127.0,933.0,1435.0,33.0
geoId-VNM,2008,137.0,1139.0,1880.0,39.4
geoId-VNM,2009,147.0,1176.0,2023.0,40.4
geoId-VNM,2010,184.0,1502.0,2321.0,49.3
geoId-VNM,2011,342.0,1694.0,2661.0,55.061
geoId-VNM,2012,239.0,1370.0,2495.0,50.062
geoId-VNM,2013,228.0,1617.0,3249.0,58.745
geoId-VNM,2014,264.0,3122.0,3577.0,63.683
geoId-VNM,2015,279.0,2757.0,4476.0,65.051
geoId-VNM,2016,312.0,2752.0,4664.0,91.59
geoId-VNM,2017,338.0,2820.0,4801.0,95.347
geoId-VNM,2018,412.0,3141.0,5237.0,102.446
geoId-VNM,2020,424.0,3598.0,5827.0,103.507
geoId-VNM,2021,434.0,3340.0,5667.0,67.729
