dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,73382.0,46862.0,21679.0,4841.0
geoId-VNM,2005,69327.0,42987.0,20924.0,5416.0
geoId-VNM,2006,66171.0,41092.0,19567.0,5512.0
geoId-VNM,2007,63440.0,40176.0,18057.0,5207.0
geoId-VNM,2008,56832.0,35318.0,16932.0,4582.0
geoId-VNM,2009,57518.0,36574.0,16336.0,4608.0
geoId-VNM,2010,62264.0,39179.0,15495.0,7590.0
geoId-VNM,2011,62627.0,40387.0,17090.0,5150.0
geoId-VNM,2012,66181.0,41449.0,18807.0,5925.0
geoId-VNM,2013,72099.0,44370.0,21661.0,6068.0
geoId-VNM,2014,73867.0,45254.0,21980.0,6633.0
geoId-VNM,2015,73873.0,44932.0,22352.0,6589.0
geoId-VNM,2016,74485.0,44410.0,23400.0,6675.0
geoId-VNM,2017,75734.0,45374.0,23642.0,6718.0
geoId-VNM,2018,78975.0,48462.0,23999.0,6514.0
geoId-VNM,2019,80230.0,48840.0,24528.0,6862.0
geoId-VNM,2020,82926.0,49559.0,25600.0,7767.0
geoId-VNM,2021,80731.0,48505.0,24315.0,7911.0
