dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,470.0,217.0,189.0,49.0,11.0,4.0
geoId-VNM,2003,473.0,217.0,190.0,51.0,11.0,4.0
geoId-VNM,2004,472.0,217.0,190.0,52.0,10.0,3.0
geoId-VNM,2005,476.0,218.0,192.0,53.0,10.0,3.0
geoId-VNM,2006,476.0,216.0,194.0,54.0,10.0,2.0
geoId-VNM,2007,482.0,218.0,194.0,58.0,10.0,2.0
geoId-VNM,2008,479.0,218.0,194.0,55.0,10.0,2.0
geoId-VNM,2009,479.0,218.0,204.0,57.0,,
geoId-VNM,2010,478.0,219.0,193.0,53.0,10.0,3.0
geoId-VNM,2011,475.0,218.0,193.0,51.0,10.0,3.0
geoId-VNM,2012,477.0,218.0,193.0,50.0,11.0,5.0
geoId-VNM,2013,489.0,232.0,190.0,51.0,11.0,5.0
geoId-VNM,2014,488.0,231.0,190.0,52.0,11.0,4.0
geoId-VNM,2015,468.0,216.0,184.0,55.0,11.0,2.0
geoId-VNM,2016,468.0,216.0,184.0,55.0,11.0,2.0
geoId-VNM,2017,473.0,218.0,184.0,57.0,11.0,3.0
geoId-VNM,2019,479.0,220.0,183.0,58.0,11.0,7.0
geoId-VNM,2020,478.0,219.0,181.0,57.0,13.0,8.0
geoId-VNM,2021,478.0,219.0,181.0,57.0,13.0,8.0
