dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,6246.0,1716.0,3566.0,964.0
geoId-VNM,2005,11823.0,7319.0,3605.0,899.0
geoId-VNM,2006,11759.0,7306.0,3432.0,1021.0
geoId-VNM,2007,9245.0,5284.0,2982.0,979.0
geoId-VNM,2008,10898.0,7146.0,2883.0,869.0
geoId-VNM,2009,10405.0,6992.0,2653.0,760.0
geoId-VNM,2010,10807.0,7522.0,2586.0,699.0
geoId-VNM,2011,11149.0,7557.0,2801.0,791.0
geoId-VNM,2012,11872.0,7629.0,3433.0,810.0
geoId-VNM,2013,11919.0,7420.0,3739.0,760.0
geoId-VNM,2014,11954.0,7236.0,3959.0,759.0
geoId-VNM,2015,13137.0,8333.0,3989.0,815.0
geoId-VNM,2016,13610.0,8145.0,4348.0,1117.0
geoId-VNM,2017,14008.0,8296.0,4488.0,1224.0
geoId-VNM,2018,14127.0,8636.0,4294.0,1197.0
geoId-VNM,2019,14398.0,8831.0,4260.0,1307.0
geoId-VNM,2020,14728.0,8914.0,4400.0,1414.0
geoId-VNM,2021,13905.0,8147.0,4247.0,1511.0
