dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,28.9,28.2,28.3,27.2,26.1,25.4,24.9,24.5,24.4,25.0,26.0,25.9,26.0,26.7,27.0,26.0,28.0,29.0,29.0,28.0,27.0,29.5,29.5,29.2,28.4,27.5,25.0
