dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,368.0,154.0,83.0,14.0,112.0,5.0
geoId-VNM,2003,388.0,163.0,97.0,19.0,107.0,2.0
geoId-VNM,2004,402.0,173.0,115.0,19.0,93.0,2.0
geoId-VNM,2005,416.0,177.0,131.0,19.0,87.0,2.0
geoId-VNM,2006,462.0,219.0,174.0,22.0,46.0,1.0
geoId-VNM,2007,467.0,220.0,179.0,22.0,45.0,1.0
geoId-VNM,2008,468.0,233.0,181.0,21.0,33.0,
geoId-VNM,2009,492.0,242.0,202.0,23.0,25.0,
geoId-VNM,2010,497.0,245.0,202.0,25.0,25.0,
geoId-VNM,2011,500.0,248.0,204.0,25.0,23.0,
geoId-VNM,2012,500.0,247.0,203.0,24.0,26.0,
geoId-VNM,2013,498.0,247.0,204.0,24.0,23.0,
geoId-VNM,2014,501.0,248.0,207.0,24.0,22.0,
geoId-VNM,2015,502.0,248.0,207.0,25.0,22.0,
geoId-VNM,2016,501.0,247.0,206.0,25.0,23.0,
geoId-VNM,2017,491.0,237.0,198.0,26.0,30.0,
geoId-VNM,2019,451.0,197.0,167.0,27.0,60.0,0.0
geoId-VNM,2020,432.0,182.0,149.0,26.0,71.0,4.0
geoId-VNM,2021,430.0,180.0,145.0,26.0,72.0,7.0
