dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,4892.0,2273.0,1523.0,251.0,769.0,76.0
geoId-VNM,2003,5095.0,2352.0,1688.0,275.0,711.0,69.0
geoId-VNM,2004,5291.0,2482.0,1839.0,299.0,613.0,58.0
geoId-VNM,2005,5475.0,2577.0,2033.0,331.0,496.0,38.0
geoId-VNM,2006,5616.0,2678.0,2150.0,347.0,404.0,37.0
geoId-VNM,2007,5709.0,2727.0,2203.0,358.0,383.0,38.0
geoId-VNM,2008,5751.0,2776.0,2233.0,372.0,338.0,32.0
geoId-VNM,2009,5865.0,2843.0,2315.0,397.0,285.0,25.0
geoId-VNM,2010,5916.0,2876.0,2351.0,394.0,270.0,25.0
geoId-VNM,2011,5987.0,2932.0,2394.0,397.0,235.0,29.0
geoId-VNM,2012,5997.0,2945.0,2405.0,395.0,225.0,27.0
geoId-VNM,2013,6032.0,2959.0,2422.0,400.0,223.0,28.0
geoId-VNM,2014,6040.0,2960.0,2411.0,396.0,233.0,40.0
geoId-VNM,2015,6030.0,2951.0,2402.0,399.0,239.0,39.0
geoId-VNM,2016,5864.0,2767.0,2243.0,389.0,402.0,63.0
geoId-VNM,2017,5785.0,2681.0,2177.0,392.0,463.0,72.0
geoId-VNM,2019,5164.0,2090.0,1787.0,402.0,815.0,70.0
geoId-VNM,2020,5080.0,2025.0,1726.0,399.0,856.0,74.0
geoId-VNM,2021,5030.0,1989.0,1688.0,396.0,867.0,90.0
