dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,1463.0,729.0,650.0,84.0,,
geoId-VNM,2003,1475.0,730.0,654.0,91.0,,
geoId-VNM,2004,1475.0,729.0,654.0,92.0,,
geoId-VNM,2005,1476.0,729.0,652.0,95.0,,
geoId-VNM,2006,1482.0,730.0,652.0,100.0,,
geoId-VNM,2007,1480.0,729.0,650.0,101.0,,
geoId-VNM,2008,1480.0,729.0,649.0,102.0,,
geoId-VNM,2009,1478.0,727.0,649.0,102.0,,
geoId-VNM,2010,1482.0,728.0,650.0,104.0,,
geoId-VNM,2011,1482.0,728.0,650.0,104.0,,
geoId-VNM,2012,1487.0,730.0,645.0,104.0,5.0,3.0
geoId-VNM,2013,1485.0,731.0,634.0,101.0,14.0,5.0
geoId-VNM,2014,1464.0,710.0,633.0,101.0,14.0,6.0
geoId-VNM,2015,1465.0,709.0,636.0,101.0,13.0,6.0
geoId-VNM,2016,1452.0,698.0,629.0,100.0,19.0,6.0
geoId-VNM,2017,1433.0,677.0,619.0,101.0,29.0,7.0
geoId-VNM,2019,1379.0,641.0,594.0,86.0,48.0,10.0
geoId-VNM,2020,1340.0,614.0,561.0,88.0,68.0,9.0
geoId-VNM,2021,1320.0,601.0,548.0,87.0,72.0,12.0
