dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,,,,,,4.5,4.5,5.3,5.1,7.6,6.6,7.7,4.8,5.9,9.3,11.3,13.7,13.8,16.4,17.3,14.19,15.16,15.76,16.33,16.14,18.24
