dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,361.0,142.0,111.0,30.0,71.0,7.0
geoId-VNM,2003,375.0,150.0,122.0,33.0,66.0,4.0
geoId-VNM,2004,384.0,154.0,127.0,33.0,63.0,7.0
geoId-VNM,2005,392.0,158.0,135.0,37.0,57.0,5.0
geoId-VNM,2006,396.0,161.0,137.0,40.0,52.0,6.0
geoId-VNM,2007,405.0,164.0,139.0,45.0,52.0,5.0
geoId-VNM,2008,407.0,164.0,139.0,44.0,52.0,8.0
geoId-VNM,2009,413.0,172.0,140.0,44.0,49.0,8.0
geoId-VNM,2010,416.0,173.0,143.0,45.0,46.0,9.0
geoId-VNM,2011,421.0,177.0,146.0,46.0,45.0,7.0
geoId-VNM,2012,427.0,180.0,149.0,46.0,41.0,11.0
geoId-VNM,2013,435.0,183.0,153.0,46.0,42.0,11.0
geoId-VNM,2014,429.0,183.0,151.0,47.0,38.0,10.0
geoId-VNM,2015,425.0,180.0,150.0,47.0,38.0,10.0
geoId-VNM,2016,426.0,180.0,150.0,46.0,38.0,12.0
geoId-VNM,2017,424.0,180.0,148.0,46.0,38.0,12.0
geoId-VNM,2019,414.0,167.0,141.0,41.0,48.0,17.0
geoId-VNM,2020,408.0,161.0,135.0,41.0,54.0,17.0
geoId-VNM,2021,406.0,160.0,133.0,42.0,55.0,16.0
