dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,93734.0,49042.0,34283.0,10409.0
geoId-VNM,2005,92498.0,45438.0,34938.0,12122.0
geoId-VNM,2006,89772.0,42017.0,35041.0,12714.0
geoId-VNM,2007,82966.0,40250.0,32944.0,9772.0
geoId-VNM,2008,78002.0,39899.0,29960.0,8143.0
geoId-VNM,2009,76089.0,39856.0,28642.0,7591.0
geoId-VNM,2010,76064.0,41072.0,26925.0,8067.0
geoId-VNM,2011,77063.0,42230.0,26597.0,8236.0
geoId-VNM,2012,79171.0,43370.0,27380.0,8421.0
geoId-VNM,2013,81233.0,44462.0,28329.0,8442.0
geoId-VNM,2014,83221.0,45233.0,29663.0,8325.0
geoId-VNM,2015,86100.0,46560.0,30928.0,8612.0
geoId-VNM,2016,88972.0,48227.0,32184.0,8561.0
geoId-VNM,2017,91775.0,49866.0,33237.0,8672.0
geoId-VNM,2018,95966.0,52994.0,34315.0,8657.0
geoId-VNM,2019,104828.0,55659.0,34918.0,14251.0
geoId-VNM,2020,103520.0,57259.0,36580.0,9681.0
geoId-VNM,2021,106994.0,58700.0,38088.0,10206.0
