dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,490.0,262.0,161.0,36.0,27.0,4.0
geoId-VNM,2003,492.0,261.0,166.0,37.0,25.0,3.0
geoId-VNM,2004,501.0,256.0,176.0,39.0,28.0,2.0
geoId-VNM,2005,513.0,263.0,184.0,40.0,24.0,2.0
geoId-VNM,2006,519.0,266.0,189.0,42.0,21.0,1.0
geoId-VNM,2007,521.0,268.0,192.0,43.0,18.0,
geoId-VNM,2008,524.0,266.0,194.0,43.0,21.0,
geoId-VNM,2009,531.0,270.0,193.0,46.0,21.0,1.0
geoId-VNM,2010,531.0,269.0,191.0,47.0,23.0,1.0
geoId-VNM,2011,535.0,269.0,193.0,49.0,22.0,2.0
geoId-VNM,2012,538.0,272.0,193.0,50.0,21.0,2.0
geoId-VNM,2013,537.0,271.0,190.0,50.0,22.0,4.0
geoId-VNM,2014,544.0,275.0,195.0,50.0,20.0,4.0
geoId-VNM,2015,544.0,274.0,195.0,50.0,21.0,4.0
geoId-VNM,2016,547.0,275.0,198.0,50.0,20.0,4.0
geoId-VNM,2017,547.0,274.0,197.0,51.0,21.0,4.0
geoId-VNM,2019,515.0,246.0,188.0,51.0,27.0,3.0
geoId-VNM,2020,514.0,241.0,185.0,51.0,32.0,5.0
geoId-VNM,2021,508.0,234.0,179.0,52.0,37.0,6.0
