dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,150579.0,67084.0,64652.0,18843.0
geoId-VNM,2005,135468.0,49327.0,65741.0,20400.0
geoId-VNM,2006,131719.0,52208.0,58926.0,20585.0
geoId-VNM,2007,148745.0,52823.0,74816.0,21106.0
geoId-VNM,2008,119380.0,50019.0,50171.0,19190.0
geoId-VNM,2009,112869.0,48002.0,45925.0,18942.0
geoId-VNM,2010,116075.0,50165.0,46058.0,19852.0
geoId-VNM,2011,108630.0,50852.0,38572.0,19206.0
geoId-VNM,2012,104939.0,49553.0,37071.0,18315.0
geoId-VNM,2013,103186.0,50490.0,35590.0,17106.0
geoId-VNM,2014,104697.0,52615.0,35829.0,16253.0
geoId-VNM,2015,106073.0,54097.0,36611.0,15365.0
geoId-VNM,2016,108467.0,56666.0,36983.0,14818.0
geoId-VNM,2017,113277.0,59340.0,38018.0,15919.0
geoId-VNM,2018,119733.0,64493.0,39061.0,16179.0
geoId-VNM,2019,123481.0,68435.0,39069.0,15977.0
geoId-VNM,2020,130635.0,71382.0,42047.0,17206.0
geoId-VNM,2021,134907.0,73056.0,44567.0,17284.0
