dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,374.0,187.0,151.0,32.0,3.0,1.0
geoId-VNM,2003,381.0,189.0,152.0,36.0,3.0,1.0
geoId-VNM,2004,390.0,193.0,155.0,38.0,3.0,1.0
geoId-VNM,2005,398.0,199.0,158.0,38.0,2.0,1.0
geoId-VNM,2006,412.0,204.0,162.0,43.0,2.0,1.0
geoId-VNM,2007,417.0,205.0,167.0,43.0,1.0,1.0
geoId-VNM,2008,356.0,173.0,144.0,37.0,1.0,1.0
geoId-VNM,2009,357.0,173.0,145.0,38.0,1.0,
geoId-VNM,2010,355.0,174.0,145.0,36.0,,
geoId-VNM,2011,355.0,174.0,145.0,36.0,,
geoId-VNM,2012,358.0,173.0,146.0,37.0,1.0,1.0
geoId-VNM,2013,359.0,173.0,146.0,37.0,1.0,2.0
geoId-VNM,2014,359.0,173.0,146.0,37.0,1.0,2.0
geoId-VNM,2015,360.0,174.0,146.0,37.0,1.0,2.0
geoId-VNM,2016,362.0,176.0,146.0,37.0,1.0,2.0
geoId-VNM,2017,359.0,176.0,147.0,34.0,1.0,1.0
geoId-VNM,2019,328.0,149.0,135.0,31.0,12.0,1.0
geoId-VNM,2020,323.0,145.0,132.0,29.0,16.0,1.0
geoId-VNM,2021,323.0,145.0,132.0,29.0,16.0,1.0
