dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,,,,,,8933.0,9262.0,9558.0,9975.0,10376.0,10927.0,11582.0,11696.0,12071.0,12265.0,12678.0,13144.0,13548.0,13841.0,14179.0,14513.0,14863.0,15241.0,15463.0,15033.0,15485.0,15422.0
