dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,357.0,162.0,112.0,15.0,62.0,6.0
geoId-VNM,2003,381.0,174.0,109.0,20.0,76.0,2.0
geoId-VNM,2004,407.0,185.0,110.0,26.0,84.0,2.0
geoId-VNM,2005,418.0,192.0,118.0,26.0,81.0,1.0
geoId-VNM,2006,443.0,205.0,134.0,28.0,75.0,1.0
geoId-VNM,2007,461.0,213.0,147.0,31.0,70.0,
geoId-VNM,2008,480.0,221.0,155.0,34.0,69.0,1.0
geoId-VNM,2009,499.0,235.0,170.0,37.0,55.0,2.0
geoId-VNM,2010,516.0,250.0,178.0,38.0,48.0,2.0
geoId-VNM,2011,530.0,260.0,188.0,39.0,41.0,2.0
geoId-VNM,2012,540.0,267.0,197.0,40.0,34.0,2.0
geoId-VNM,2013,549.0,271.0,203.0,42.0,31.0,2.0
geoId-VNM,2014,556.0,276.0,204.0,44.0,30.0,2.0
geoId-VNM,2015,561.0,277.0,208.0,44.0,30.0,2.0
geoId-VNM,2016,564.0,277.0,209.0,45.0,31.0,2.0
geoId-VNM,2017,566.0,278.0,210.0,45.0,31.0,2.0
geoId-VNM,2019,507.0,222.0,171.0,43.0,64.0,7.0
geoId-VNM,2020,495.0,210.0,163.0,43.0,72.0,7.0
geoId-VNM,2021,495.0,209.0,162.0,43.0,73.0,8.0
