dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,785.0,643.0,24.425
geoId-VNM,2003,,976.0,1060.0,29.908
geoId-VNM,2004,187.0,1663.0,1393.0,35.211
geoId-VNM,2005,200.0,1341.0,1366.0,40.22
geoId-VNM,2006,224.0,1431.0,1511.0,41.8
geoId-VNM,2007,224.0,1534.0,1607.0,44.1
geoId-VNM,2008,240.0,1832.0,1665.0,47.7
geoId-VNM,2009,185.0,1670.0,1867.0,52.9
geoId-VNM,2010,191.0,1743.0,1919.0,54.8
geoId-VNM,2011,192.0,1741.0,2038.0,57.494
geoId-VNM,2012,206.0,1953.0,2124.0,62.062
geoId-VNM,2013,194.0,1794.0,1958.0,59.079
geoId-VNM,2014,194.0,1804.0,2071.0,57.014
geoId-VNM,2015,194.0,1892.0,2134.0,52.64
geoId-VNM,2016,197.0,1812.0,2178.0,58.379
geoId-VNM,2017,196.0,1882.0,2312.0,59.01
geoId-VNM,2018,196.0,1820.0,2441.0,55.204
geoId-VNM,2020,197.0,1745.0,2587.0,52.23
geoId-VNM,2021,197.0,1663.0,2650.0,35.447
