dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,157.0,92.0,46.0,16.0,1.0,2.0
geoId-VNM,2003,159.0,93.0,47.0,15.0,2.0,2.0
geoId-VNM,2004,163.0,95.0,48.0,16.0,2.0,2.0
geoId-VNM,2005,164.0,96.0,48.0,17.0,1.0,2.0
geoId-VNM,2006,167.0,98.0,49.0,19.0,1.0,
geoId-VNM,2007,171.0,100.0,50.0,19.0,1.0,1.0
geoId-VNM,2008,171.0,100.0,50.0,20.0,1.0,
geoId-VNM,2009,172.0,99.0,51.0,20.0,2.0,
geoId-VNM,2010,174.0,99.0,53.0,20.0,2.0,
geoId-VNM,2011,175.0,100.0,54.0,19.0,2.0,
geoId-VNM,2012,177.0,100.0,54.0,20.0,2.0,1.0
geoId-VNM,2013,178.0,100.0,55.0,20.0,2.0,1.0
geoId-VNM,2014,177.0,99.0,55.0,20.0,1.0,2.0
geoId-VNM,2015,184.0,99.0,56.0,22.0,3.0,4.0
geoId-VNM,2016,186.0,99.0,57.0,23.0,3.0,4.0
geoId-VNM,2017,186.0,100.0,56.0,22.0,3.0,5.0
geoId-VNM,2019,191.0,99.0,57.0,24.0,3.0,8.0
geoId-VNM,2020,193.0,99.0,57.0,24.0,3.0,10.0
geoId-VNM,2021,193.0,99.0,57.0,24.0,3.0,10.0
