dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,4614.5,4428.1,4198.7,3987.1,3691.8,3523.2,3407.5,3284.2,3230.7,3322.1,3392.1,3447.6,3444.7,3559.8,3611.2,3735.2,3733.3,3847.5,4063.4,4166.0,4237.7,4400.8
