dia phuong,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,1015.7,1088.5,1168.5,1258.4,1349.0,1468.4,1514.9,1556.8,1543.0,1499.9,1495.8,1466.2,1418.5,1339.6,1296.2,1298.3,1332.7,1344.5,1377.8,1416.6,1468.2,1480.8
