dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,427.0,248.0,141.0,21.0,11.0,6.0
geoId-VNM,2003,429.0,243.0,144.0,26.0,11.0,5.0
geoId-VNM,2004,428.0,240.0,144.0,26.0,12.0,6.0
geoId-VNM,2005,423.0,234.0,144.0,27.0,12.0,6.0
geoId-VNM,2006,422.0,231.0,144.0,27.0,14.0,6.0
geoId-VNM,2007,402.0,209.0,146.0,27.0,14.0,6.0
geoId-VNM,2008,403.0,209.0,147.0,28.0,14.0,5.0
geoId-VNM,2009,401.0,205.0,148.0,28.0,15.0,5.0
geoId-VNM,2010,403.0,207.0,148.0,27.0,16.0,5.0
geoId-VNM,2011,407.0,210.0,148.0,27.0,16.0,6.0
geoId-VNM,2012,407.0,209.0,148.0,27.0,17.0,6.0
geoId-VNM,2013,408.0,210.0,148.0,27.0,17.0,6.0
geoId-VNM,2014,407.0,208.0,148.0,27.0,18.0,6.0
geoId-VNM,2015,410.0,211.0,148.0,27.0,18.0,6.0
geoId-VNM,2016,409.0,210.0,148.0,27.0,18.0,6.0
geoId-VNM,2017,408.0,209.0,147.0,27.0,19.0,6.0
geoId-VNM,2019,391.0,193.0,138.0,27.0,27.0,6.0
geoId-VNM,2020,388.0,189.0,137.0,26.0,30.0,6.0
geoId-VNM,2021,387.0,188.0,137.0,26.0,30.0,6.0
