dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,87439.0,103713.0,2143.881
geoId-VNM,2003,,88704.0,106666.0,2172.899
geoId-VNM,2004,10376.0,92963.0,112813.0,2329.863
geoId-VNM,2005,10927.0,93927.0,117226.0,2426.876
geoId-VNM,2006,11582.0,97456.0,122877.0,2524.3
geoId-VNM,2007,11696.0,99729.0,130352.0,2593.3
geoId-VNM,2008,12071.0,103888.0,138058.0,2774.0
geoId-VNM,2009,12265.0,106646.0,144480.0,2909.0
geoId-VNM,2010,12678.0,119398.0,157530.0,3061.3
geoId-VNM,2011,13174.0,117977.0,174009.0,3320.328
geoId-VNM,2012,13548.0,121979.0,188176.0,3551.082
geoId-VNM,2013,13841.0,125486.0,204944.0,3614.066
geoId-VNM,2014,14179.0,133495.0,215518.0,3754.975
geoId-VNM,2015,14513.0,147249.0,231931.0,3978.521
geoId-VNM,2016,14863.0,150324.0,250791.0,4409.576
geoId-VNM,2017,15241.0,155775.0,266346.0,4599.841
geoId-VNM,2018,15463.0,151017.0,262101.0,4415.233
geoId-VNM,2020,15547.0,158009.0,281990.0,4326.884
geoId-VNM,2021,15422.0,155578.0,279175.0,3895.303
