dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,408.0,235.0,97.0,20.0,50.0,6.0
geoId-VNM,2003,424.0,239.0,106.0,20.0,51.0,8.0
geoId-VNM,2004,449.0,254.0,113.0,24.0,41.0,17.0
geoId-VNM,2005,465.0,261.0,117.0,27.0,44.0,16.0
geoId-VNM,2006,475.0,266.0,120.0,28.0,41.0,20.0
geoId-VNM,2007,492.0,279.0,124.0,29.0,40.0,20.0
geoId-VNM,2008,501.0,283.0,124.0,28.0,45.0,21.0
geoId-VNM,2009,513.0,295.0,130.0,26.0,39.0,23.0
geoId-VNM,2010,517.0,298.0,129.0,27.0,40.0,23.0
geoId-VNM,2011,524.0,304.0,128.0,28.0,41.0,23.0
geoId-VNM,2012,519.0,301.0,124.0,25.0,42.0,27.0
geoId-VNM,2013,516.0,300.0,121.0,23.0,43.0,29.0
geoId-VNM,2014,513.0,296.0,122.0,23.0,44.0,28.0
geoId-VNM,2015,514.0,296.0,122.0,23.0,44.0,29.0
geoId-VNM,2016,517.0,296.0,124.0,24.0,45.0,28.0
geoId-VNM,2017,515.0,294.0,123.0,24.0,46.0,28.0
geoId-VNM,2019,499.0,279.0,119.0,23.0,49.0,29.0
geoId-VNM,2020,485.0,267.0,110.0,23.0,54.0,31.0
geoId-VNM,2021,479.0,262.0,104.0,23.0,59.0,31.0
