dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,278.0,167.0,70.0,12.0,13.0,16.0
geoId-VNM,2003,283.0,171.0,73.0,12.0,10.0,17.0
geoId-VNM,2004,289.0,174.0,78.0,15.0,8.0,14.0
geoId-VNM,2005,294.0,177.0,82.0,19.0,5.0,11.0
geoId-VNM,2006,300.0,180.0,86.0,22.0,4.0,8.0
geoId-VNM,2007,301.0,181.0,87.0,23.0,3.0,7.0
geoId-VNM,2008,312.0,186.0,96.0,25.0,1.0,4.0
geoId-VNM,2009,322.0,186.0,100.0,31.0,1.0,4.0
geoId-VNM,2010,325.0,189.0,103.0,29.0,1.0,3.0
geoId-VNM,2011,324.0,188.0,104.0,26.0,1.0,5.0
geoId-VNM,2012,328.0,187.0,105.0,27.0,5.0,4.0
geoId-VNM,2013,330.0,185.0,107.0,27.0,7.0,4.0
geoId-VNM,2014,333.0,186.0,108.0,27.0,7.0,5.0
geoId-VNM,2015,337.0,186.0,110.0,28.0,7.0,6.0
geoId-VNM,2016,338.0,186.0,111.0,29.0,8.0,4.0
geoId-VNM,2017,337.0,186.0,111.0,27.0,8.0,5.0
geoId-VNM,2019,333.0,183.0,111.0,27.0,8.0,4.0
geoId-VNM,2020,329.0,179.0,108.0,27.0,10.0,5.0
geoId-VNM,2021,328.0,174.0,109.0,29.0,11.0,5.0
