dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,,,,
geoId-VNM,2005,,,,
geoId-VNM,2006,55078.0,33019.0,18602.0,3457.0
geoId-VNM,2007,56563.0,33422.0,19862.0,3279.0
geoId-VNM,2008,56277.0,32624.0,20054.0,3599.0
geoId-VNM,2009,56170.0,32409.0,20551.0,3210.0
geoId-VNM,2010,57372.0,32696.0,20982.0,3694.0
geoId-VNM,2011,56917.0,31370.0,21449.0,4098.0
geoId-VNM,2012,60935.0,34777.0,21546.0,4612.0
geoId-VNM,2013,61148.0,34557.0,21846.0,4745.0
geoId-VNM,2014,61924.0,35270.0,21568.0,5086.0
geoId-VNM,2015,62700.0,35721.0,21743.0,5236.0
geoId-VNM,2016,63244.0,35922.0,22397.0,4925.0
geoId-VNM,2017,64937.0,36746.0,22950.0,5241.0
geoId-VNM,2018,65911.0,37788.0,23201.0,4922.0
geoId-VNM,2019,67322.0,38397.0,23776.0,5149.0
geoId-VNM,2020,69434.0,39393.0,24579.0,5462.0
geoId-VNM,2021,69944.0,39683.0,25066.0,5195.0
