dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,14425.0,10567.0,2925.0,933.0
geoId-VNM,2005,13474.0,9313.0,3505.0,656.0
geoId-VNM,2006,13099.0,8534.0,4030.0,535.0
geoId-VNM,2007,12912.0,8028.0,4036.0,848.0
geoId-VNM,2008,12197.0,7738.0,3691.0,768.0
geoId-VNM,2009,12626.0,8059.0,3735.0,832.0
geoId-VNM,2010,12774.0,8168.0,3772.0,834.0
geoId-VNM,2011,12400.0,7683.0,3875.0,842.0
geoId-VNM,2012,12908.0,7760.0,4431.0,717.0
geoId-VNM,2013,13555.0,7886.0,4658.0,1011.0
geoId-VNM,2014,13832.0,7925.0,4714.0,1193.0
geoId-VNM,2015,13884.0,7893.0,4745.0,1246.0
geoId-VNM,2016,13818.0,7986.0,4684.0,1148.0
geoId-VNM,2017,14144.0,8070.0,4953.0,1121.0
geoId-VNM,2018,14484.0,8274.0,5119.0,1091.0
geoId-VNM,2019,14733.0,8493.0,5129.0,1111.0
geoId-VNM,2020,15323.0,8785.0,5400.0,1138.0
geoId-VNM,2021,15176.0,8959.0,5141.0,1076.0
