dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,321.0,155.0,143.0,23.0,,
geoId-VNM,2003,321.0,155.0,143.0,23.0,,
geoId-VNM,2004,322.0,154.0,143.0,25.0,,
geoId-VNM,2005,322.0,154.0,143.0,25.0,,
geoId-VNM,2006,323.0,154.0,143.0,26.0,,
geoId-VNM,2007,325.0,154.0,144.0,27.0,,
geoId-VNM,2008,324.0,153.0,144.0,27.0,,
geoId-VNM,2009,323.0,153.0,143.0,27.0,,
geoId-VNM,2010,322.0,152.0,143.0,27.0,,
geoId-VNM,2011,321.0,151.0,143.0,27.0,,
geoId-VNM,2012,319.0,150.0,142.0,27.0,,
geoId-VNM,2013,319.0,150.0,142.0,27.0,,
geoId-VNM,2014,319.0,150.0,142.0,27.0,,
geoId-VNM,2015,319.0,150.0,142.0,27.0,,
geoId-VNM,2016,319.0,150.0,142.0,27.0,,
geoId-VNM,2017,321.0,152.0,142.0,27.0,,
geoId-VNM,2019,321.0,153.0,142.0,26.0,,
geoId-VNM,2020,318.0,150.0,139.0,26.0,2.0,1.0
geoId-VNM,2021,314.0,146.0,134.0,27.0,7.0,0.0
