dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,108.2,112.5,110.1,101.2,104.4,105.6,100.5,99.9,102.8,105.7,103.9,104.9,106.1,105.9,104.7,109.0,110.5,108.1,108.9,105.2,107.6,108.1,106.2,98.4,102.4,104.9,99.2
