dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,595.0,272.0,221.0,98.0,3.0,1.0
geoId-VNM,2003,596.0,271.0,225.0,97.0,3.0,
geoId-VNM,2004,582.0,269.0,215.0,96.0,2.0,
geoId-VNM,2005,588.0,273.0,214.0,81.0,4.0,16.0
geoId-VNM,2006,595.0,277.0,218.0,100.0,,
geoId-VNM,2007,602.0,280.0,219.0,103.0,,
geoId-VNM,2008,1440.0,674.0,584.0,182.0,,
geoId-VNM,2009,1461.0,677.0,581.0,186.0,7.0,10.0
geoId-VNM,2010,1471.0,681.0,589.0,162.0,7.0,32.0
geoId-VNM,2011,1483.0,687.0,595.0,167.0,7.0,27.0
geoId-VNM,2012,1498.0,692.0,599.0,168.0,6.0,33.0
geoId-VNM,2013,1531.0,696.0,605.0,205.0,6.0,19.0
geoId-VNM,2014,1522.0,707.0,607.0,183.0,,25.0
geoId-VNM,2015,1549.0,717.0,617.0,183.0,7.0,25.0
geoId-VNM,2016,1546.0,720.0,610.0,180.0,8.0,28.0
geoId-VNM,2017,1556.0,727.0,605.0,187.0,12.0,25.0
geoId-VNM,2019,1608.0,754.0,610.0,196.0,18.0,30.0
geoId-VNM,2020,1623.0,756.0,614.0,195.0,25.0,33.0
geoId-VNM,2021,1646.0,762.0,621.0,199.0,26.0,38.0
