dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,170.0,95.0,45.0,3.0,19.0,8.0
geoId-VNM,2003,181.0,95.0,49.0,4.0,24.0,9.0
geoId-VNM,2004,194.0,105.0,60.0,4.0,16.0,9.0
geoId-VNM,2005,205.0,99.0,63.0,6.0,28.0,9.0
geoId-VNM,2006,219.0,113.0,76.0,6.0,15.0,9.0
geoId-VNM,2007,220.0,115.0,81.0,6.0,8.0,10.0
geoId-VNM,2008,228.0,123.0,85.0,11.0,8.0,1.0
geoId-VNM,2009,241.0,126.0,87.0,10.0,7.0,11.0
geoId-VNM,2010,252.0,131.0,91.0,14.0,6.0,10.0
geoId-VNM,2011,256.0,131.0,94.0,14.0,7.0,10.0
geoId-VNM,2012,265.0,140.0,100.0,13.0,1.0,11.0
geoId-VNM,2013,266.0,141.0,100.0,13.0,1.0,11.0
geoId-VNM,2014,272.0,143.0,101.0,16.0,2.0,10.0
geoId-VNM,2015,276.0,145.0,104.0,16.0,1.0,10.0
geoId-VNM,2016,279.0,146.0,106.0,16.0,1.0,10.0
geoId-VNM,2017,284.0,147.0,107.0,17.0,3.0,10.0
geoId-VNM,2019,258.0,119.0,83.0,17.0,29.0,10.0
geoId-VNM,2020,238.0,99.0,62.0,18.0,49.0,10.0
geoId-VNM,2021,230.0,94.0,57.0,17.0,53.0,9.0
