dia phuong,2010-2011,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,18.8,16.6,16.1,16.1,16.4,16.7,18.1,18.6,18.9,19.1
