dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,592.0,294.0,246.0,47.0,4.0,1.0
geoId-VNM,2003,595.0,293.0,247.0,48.0,6.0,1.0
geoId-VNM,2004,595.0,293.0,247.0,48.0,6.0,1.0
geoId-VNM,2005,599.0,293.0,249.0,50.0,6.0,1.0
geoId-VNM,2006,601.0,295.0,249.0,51.0,5.0,1.0
geoId-VNM,2007,605.0,296.0,250.0,53.0,6.0,
geoId-VNM,2008,610.0,300.0,250.0,54.0,6.0,
geoId-VNM,2009,612.0,300.0,252.0,55.0,5.0,
geoId-VNM,2010,604.0,300.0,252.0,47.0,5.0,
geoId-VNM,2011,601.0,300.0,251.0,44.0,5.0,1.0
geoId-VNM,2012,604.0,300.0,253.0,44.0,6.0,1.0
geoId-VNM,2013,603.0,300.0,253.0,44.0,5.0,1.0
geoId-VNM,2014,602.0,299.0,253.0,44.0,5.0,1.0
geoId-VNM,2015,603.0,299.0,254.0,44.0,5.0,1.0
geoId-VNM,2016,602.0,299.0,254.0,43.0,5.0,1.0
geoId-VNM,2017,603.0,299.0,254.0,43.0,5.0,2.0
geoId-VNM,2019,590.0,288.0,248.0,43.0,8.0,3.0
geoId-VNM,2020,587.0,285.0,248.0,43.0,8.0,3.0
geoId-VNM,2021,569.0,276.0,243.0,44.0,3.0,3.0
