dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,355.0,234.0,89.0,21.0,4.0,7.0
geoId-VNM,2003,352.0,230.0,91.0,22.0,4.0,5.0
geoId-VNM,2004,359.0,233.0,94.0,25.0,3.0,4.0
geoId-VNM,2005,363.0,235.0,99.0,26.0,,3.0
geoId-VNM,2006,368.0,234.0,104.0,27.0,,3.0
geoId-VNM,2007,377.0,235.0,103.0,31.0,,8.0
geoId-VNM,2008,380.0,232.0,105.0,31.0,4.0,8.0
geoId-VNM,2009,387.0,228.0,111.0,34.0,9.0,5.0
geoId-VNM,2010,393.0,229.0,115.0,36.0,9.0,4.0
geoId-VNM,2011,396.0,226.0,117.0,38.0,11.0,4.0
geoId-VNM,2012,399.0,227.0,120.0,38.0,11.0,3.0
geoId-VNM,2013,397.0,225.0,120.0,37.0,12.0,3.0
geoId-VNM,2014,390.0,219.0,119.0,37.0,12.0,3.0
geoId-VNM,2015,387.0,216.0,119.0,37.0,12.0,3.0
geoId-VNM,2016,388.0,216.0,120.0,38.0,12.0,2.0
geoId-VNM,2017,387.0,215.0,120.0,38.0,12.0,2.0
geoId-VNM,2019,369.0,200.0,117.0,36.0,15.0,1.0
geoId-VNM,2020,365.0,195.0,112.0,36.0,20.0,2.0
geoId-VNM,2021,361.0,195.0,109.0,36.0,19.0,2.0
