dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,2984.0,3646.0,74.998
geoId-VNM,2003,,3086.0,3636.0,75.602
geoId-VNM,2004,348.0,3533.0,3608.0,75.071
geoId-VNM,2005,358.0,2774.0,3870.0,78.388
geoId-VNM,2006,360.0,3029.0,3832.0,80.5
geoId-VNM,2007,360.0,3148.0,4023.0,83.4
geoId-VNM,2008,,,,
geoId-VNM,2009,,,,
geoId-VNM,2010,,,,
geoId-VNM,2011,,,,
geoId-VNM,2012,,,,
geoId-VNM,2013,,,,
geoId-VNM,2014,,,,
geoId-VNM,2015,,,,
geoId-VNM,2016,,,,
geoId-VNM,2017,,,,
geoId-VNM,2018,,,,
geoId-VNM,2020,,,,
geoId-VNM,2021,,,,
