dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,227.0,136.0,74.0,11.0,,6.0
geoId-VNM,2003,238.0,140.0,79.0,12.0,1.0,6.0
geoId-VNM,2004,247.0,142.0,84.0,16.0,,5.0
geoId-VNM,2005,250.0,144.0,84.0,16.0,,6.0
geoId-VNM,2006,257.0,148.0,86.0,17.0,,6.0
geoId-VNM,2007,267.0,152.0,88.0,20.0,,7.0
geoId-VNM,2008,275.0,159.0,88.0,21.0,,7.0
geoId-VNM,2009,282.0,163.0,88.0,21.0,2.0,8.0
geoId-VNM,2010,292.0,166.0,90.0,21.0,6.0,9.0
geoId-VNM,2011,300.0,169.0,93.0,23.0,6.0,9.0
geoId-VNM,2012,307.0,172.0,96.0,24.0,7.0,8.0
geoId-VNM,2013,309.0,171.0,96.0,25.0,9.0,8.0
geoId-VNM,2014,312.0,173.0,99.0,26.0,7.0,7.0
geoId-VNM,2015,313.0,173.0,99.0,26.0,8.0,7.0
geoId-VNM,2016,314.0,173.0,99.0,27.0,8.0,7.0
geoId-VNM,2017,317.0,174.0,101.0,27.0,8.0,7.0
geoId-VNM,2019,279.0,137.0,78.0,27.0,30.0,7.0
geoId-VNM,2020,265.0,123.0,67.0,27.0,40.0,8.0
geoId-VNM,2021,265.0,122.0,66.0,27.0,41.0,9.0
