dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,354.0,241.0,77.0,6.0,13.0,17.0
geoId-VNM,2003,362.0,242.0,84.0,9.0,13.0,14.0
geoId-VNM,2004,379.0,254.0,90.0,10.0,10.0,15.0
geoId-VNM,2005,399.0,270.0,94.0,14.0,8.0,13.0
geoId-VNM,2006,409.0,280.0,95.0,14.0,7.0,13.0
geoId-VNM,2007,419.0,288.0,98.0,15.0,6.0,12.0
geoId-VNM,2008,422.0,291.0,100.0,16.0,4.0,11.0
geoId-VNM,2009,433.0,299.0,102.0,17.0,5.0,10.0
geoId-VNM,2010,432.0,297.0,101.0,17.0,5.0,12.0
geoId-VNM,2011,437.0,300.0,103.0,18.0,3.0,13.0
geoId-VNM,2012,449.0,300.0,111.0,23.0,2.0,13.0
geoId-VNM,2013,453.0,306.0,110.0,22.0,3.0,12.0
geoId-VNM,2014,451.0,302.0,113.0,23.0,1.0,12.0
geoId-VNM,2015,448.0,297.0,111.0,24.0,3.0,13.0
geoId-VNM,2016,444.0,292.0,110.0,24.0,4.0,14.0
geoId-VNM,2017,433.0,281.0,110.0,24.0,4.0,14.0
geoId-VNM,2019,373.0,222.0,106.0,24.0,6.0,15.0
geoId-VNM,2020,359.0,209.0,95.0,24.0,15.0,16.0
geoId-VNM,2021,354.0,204.0,94.0,24.0,16.0,16.0
