dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,102.9,112.6,106.3,104.6,114.5,105.0,108.7,112.4,106.8,110.2,105.0,111.2,104.9,101.8,98.5,105.1,104.0,102.8,96.2,100.4,102.0
