dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-VNM,2004,153095.0,69227.0,62080.0,21788.0
geoId-VNM,2005,146820.0,61728.0,60979.0,24113.0
geoId-VNM,2006,138095.0,56026.0,57993.0,24076.0
geoId-VNM,2007,126719.0,50470.0,53398.0,22851.0
geoId-VNM,2008,120015.0,49811.0,49110.0,21094.0
geoId-VNM,2009,115960.0,49057.0,45158.0,21745.0
geoId-VNM,2010,111751.0,49240.0,40716.0,21795.0
geoId-VNM,2011,110225.0,48645.0,39347.0,22233.0
geoId-VNM,2012,109271.0,48388.0,38125.0,22758.0
geoId-VNM,2013,107663.0,48818.0,37120.0,21725.0
geoId-VNM,2014,107024.0,48383.0,37772.0,20869.0
geoId-VNM,2015,107468.0,49445.0,37839.0,20184.0
geoId-VNM,2016,109060.0,51763.0,37634.0,19663.0
geoId-VNM,2017,111682.0,54087.0,38043.0,19552.0
geoId-VNM,2018,115297.0,58483.0,37896.0,18918.0
geoId-VNM,2019,128440.0,62105.0,37730.0,28605.0
geoId-VNM,2020,123391.0,64371.0,39334.0,19686.0
geoId-VNM,2021,126484.0,65093.0,41701.0,19690.0
