dia phuong,Tổng số,Dưới 5 người,5-9 người,10-49 người,50-199 người,200-299 người,300-499 người,500-999 người,1000-4999 người,5000 người trở lên
geoId-VNM,718697.0,443845.0,130620.0,110706.0,24027.0,3048.0,2678.0,2027.0,1510.0,236.0
