dia phuong,Tổng số,Dưới 5 người,5-9 người,10-49 người,50-199 người,200-299 người,300-499 người,500-999 người,1000-4999 người,5000 người trở lên
geoId-VNM,138109.0,69933.0,28493.0,29974.0,7415.0,846.0,662.0,450.0,292.0,44.0
