dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,132.0,121.7,104.2,101.6,109.5,103.9,113.9,126.7,93.4,101.0,105.9,105.9,136.3,99.8,95.2,140.2,104.0,104.8,90.2,103.0,161.4,100.5,96.8,106.8,113.9,88.4,102.5,90.0
