dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,4735.0,7276.0,9942.0,15109.0,19081.0,25838.0,31388.0,43953.0,50785.0,64915.0,77076.0,82546.0,111241.0,123802.0,140979.0,162934.0,172166.0,190309.0,212199.0,209090.0,217259.02,243425.0
