dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,18954.0,31571.0,33845.0,34913.0,38114.0,42825.0,60381.0,91457.0,105629.0,130351.0,155765.0,107404.0,129385.0,173005.0,169303.0,172025.0,197273.0,202540.0,214239.0,177444.0,216307.13,285367.0
