dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,25.93,21.4,24.15,25.43,29.16,29.82,24.37,20.81,13.44,11.53,15.27,19.07,14.54,11.4,6.61,3.55,3.83,4.61,3.62,2.29,2.81,4.3
