dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2.23,1.82,1.95,1.51,1.65,2.83,1.35,2.19,1.74,1.98,1.68,1.4,1.34,1.26,1.16,0.74,0.59,0.54,0.33,0.32,1.08,0.45
