dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,46233.0,63530.0,78687.0,104576.0,119826.0,145404.0,174298.0,240076.0,280112.0,388576.0,443731.0,477106.0,567403.0,593560.0,771932.0,910909.0,1039192.0,1155293.0,1277988.0,1293729.0,1313281.0,1443937.0
