dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,90749.0,123860.0,152274.0,190928.0,228287.0,279472.0,315915.0,430549.0,454786.0,599974.0,721804.0,734883.0,828348.0,877697.0,1020589.0,1131498.0,1293627.0,1431662.0,1553611.0,1510579.0,1591410.69,1815470.0
