dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,934.0,1332.0,1817.0,2607.0,2797.0,3363.0,5690.0,7363.0,9670.0,12611.0,15700.0,11816.0,13595.0,16090.0,22405.0,27304.0,27613.0,32409.0,40190.0,34823.0,38165.85,47655.0
