dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5386.0,9488.0,12338.0,13259.0,14454.0,16545.0,21996.0,30983.0,28633.0,56283.0,74360.0,36128.0,51132.0,77402.0,69988.0,,,,,,,
