dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,20.89,25.49,22.23,18.29,16.69,15.32,19.11,21.24,23.23,21.73,21.58,14.61,15.62,19.71,16.59,15.2,15.25,14.15,13.79,11.75,13.59,15.72
