dia phuong,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,23534.0,26510.0,36773.0,48562.0,66558.0,83346.0,76980.0,89603.0,61137.0,69179.0,110205.0,140106.0,120436.0,100082.0,67510.0,40186.0,49583.0,66049.0,56251.0,34598.0,44637.57,78030.0
