dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,30538.0,31861.0,32851.0,31516.0,24257.0,20724.0,19103.0,21397.0,23158.0,26048.0,27892.0,30353.0,31335.0
