dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,62705.0,68120.0,70556.0,68425.0,64857.0,54125.0,50762.0,49438.0,45649.0,44803.0,32712.0,28145.0,29052.0
