dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,98.57,98.66,98.38,95.3,96.9,97.2,96.82,96.57,96.21,94.93,94.5,93.96,94.9,94.98,95.73,94.88,95.15
