dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,402.0,,440.0,1064.0,1689.57,1958.12,2192.65,2369.24,2559.19,2596.01,2757.26,2983.46,3250.53,3464.91,3551.92,3720.24,4123.83
