dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,29.61,31.17,33.22,38.13,37.1,32.37,30.56,30.21,30.29,32.11,31.72,32.31,32.02,31.98,31.92,32.9,32.57
